Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name
26-06-2018,Health Care,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,152,Popxo
27-06-2018,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,36,1Mg
28-06-2018,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed Funding Round,8.8,Samco
28-06-2018,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed Funding Round,16,Myloancare
02-05-2018,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed Funding Round,3.6,Urban Ladder
02-05-2018,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,176,Gramophone
03-05-2018,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed Funding Round,20,Wellthy
07-05-2018,Consumer Internet,P2P Lending Platform,Mumbai,Undefined,Seed Funding Round,1.8,Medgenome
09-05-2018,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed Funding Round,8,Finova Capital
11-05-2018,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed Funding Round,7.59,Hotelogix
16-05-2018,Health Care,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,33.6,Ad2Pro
21-05-2018,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed Funding Round,2.4,Pepperfry
22-05-2018,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed Funding Round,4,Healthcare
22-05-2018,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed Funding Round,5.88,Pinelabs
23-05-2018,E-commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed Funding Round,5.88,Availfinance
23-05-2018,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed Funding Round,16,Fingerlix
24-05-2018,Ed-Tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed Funding Round,16,Karma Healthcare
24-05-2018,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed Funding Round,2.34,Zappfresh
27-05-2018,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy",Seed Funding Round,96,Customersucessbox
28-05-2018,Health Care,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed Funding Round,1.6,Chargebee
29-05-2018,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed Funding Round,12,I2I Funding
29-05-2018,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,64,Slang Labs
30-05-2018,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,112,Roadcast
31-05-2018,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed Funding Round,10.4,Smartcoin
02-04-2018,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office",Private Equity,16,The Print
02-04-2018,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed Funding Round,2.46,Bigbasket
04-04-2018,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,440,Healthi
05-04-2018,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed Funding Round,1.2,Swiggy
05-04-2018,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,80,Shape
09-04-2018,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed Funding Round,22.4,Icertis
09-04-2018,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed Funding Round,8,Rupeek
09-04-2018,Ed-Tech,Mobile-Based Education Network,Delhi,Undefined,Seed Funding Round,0.37,Cashify
10-04-2018,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,96,Imax Program
12-04-2018,Health Care,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed Funding Round,8,Littlemore
13-04-2018,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed Funding Round,16,Moneyonmobile
16-04-2018,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed Funding Round,4,Petsutra
18-04-2018,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others",Private Equity,176,Happay
19-04-2018,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed Funding Round,8.8,Capillary
19-04-2018,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,184,The Healthy Billions
22-04-2018,Health Care,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed Funding Round,15.2,Planys Technologies
23-04-2018,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,Undefined,Seed Funding Round,1.2,Gaana
23-04-2018,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,176,Credy
25-04-2018,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed Funding Round,1.97,Earlysalary
26-04-2018,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,44,Kinsane Entertainment Inc
27-04-2018,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,80,Appario Retail Pvt Ltd
30-04-2018,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,60,Sahajanand Medical Technologies
30-04-2018,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed Funding Round,7.82,Kuants
01-03-2018,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,24,Streak
01-03-2018,E-commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,96,Newgen Software
04-03-2018,Technology,Agri-tech,Indore,InfoEdge,Seed Funding Round,8,Sharechat
05-03-2018,Health Care,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,16.8,Paperflite
05-03-2018,Health Care,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,80,Optacredit
05-03-2018,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,48,Aeon Learning
05-03-2018,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,40,Neogrowth Credit
04-03-2018,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed Funding Round,8.8,Rao Iit Academy
06-03-2018,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,77.6,Greyatom
08-03-2018,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,307.2,Ekincare
08-03-2018,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,8,The Wedding Brigade
12-03-2018,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed Funding Round,8,Peesafe
13-03-2018,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,656,Browserstack
14-03-2018,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel",Private Equity,137.6,Curefit
19-03-2018,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,10.48,Tata Housing
19-03-2018,Health Care,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed Funding Round,4,Handytrain
19-03-2018,Food & Beverages,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed Funding Round,24,Mobycy
19-03-2018,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed Funding Round,8,Greenlight Planet
22-03-2018,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management",Private Equity,144,The Label Life
22-03-2018,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed Funding Round,6.14,Cygnus Hospitals
22-03-2018,Technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed Funding Round,9.92,Inshorts
26-03-2018,Consumer Internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others",Seed Funding Round,8,Logic Roots
28-03-2018,Technology,Fleet management and asset monitoring platform,Delhi,Undefined,Private Equity,2,Project Mudra
28-03-2018,Finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE",Seed Funding Round,16,Furlenco
27-03-2018,Media,News portal,Delhi,Ratan Tata,Seed Funding Round,4.28,I Can Stay
01-02-2018,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,2400,Mindtickle
05-02-2018,Health Care,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,168,Tea Box
05-02-2018,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,16,Transversal Technologies
06-02-2018,Health Care,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,24.8,Purplle
07-02-2018,Food & Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,800,Springboard
08-02-2018,Health Care,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed Funding Round,800,9Stacks
08-02-2018,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,400,Your Quote
09-02-2018,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,54.64,Specsmakers
12-02-2018,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,696,Prest Loans
12-02-2018,E-commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,7.48,Kalpnik Technologies
13-02-2018,Food & Beverages,Online Food Delivery,Mumbai,Ashok Kumar Gajera,Seed Funding Round,2.49,Hevo Data
13-02-2018,Ed-Tech,Individualised Progressive Learning Program,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,108,Coveiot
14-02-2018,Ed-Tech,Online Education Platform,Chennai,Kalpavriksh,Private Equity,24,Talentedge
14-02-2018,Ed-Tech,Integrated Kids Engagement Company,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,4,Farmlink
14-02-2018,Technology,mobile payment platform,Mumbai,S7 Group,Private Equity,40,Openapp
15-02-2018,Consumer Internet,Online Pet Care Products,Gurugram,Michael Patrick Hickey,Seed Funding Round,1.19,Nopaperforms
15-02-2018,E-commerce,Online Retailing,Ahemadabad,Network 18,Private Equity,49.84,Qubole
16-02-2018,Finance,Expense Management,Bengaluru,Sequoia and Jerry Yang,Seed Funding Round,2,Universal Sportsbiz Pvt. Ltd
16-02-2018,Finance,Fin-Tech,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding Round,1.2,Active Ai
20-02-2018,Agriculture,Agri-tech,Mumbai,Ankur Capital,Seed Funding Round,4,Omnia Information
21-02-2018,IT,SaaS,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,160,Onn Bikes
21-02-2018,Health Care,Analytics,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,16.8,Rapido
26-02-2018,Ed-Tech,Education,Delhi,Auxano Deals,Private Equity,6.18,Nuvepro
26-02-2018,Technology,Robotic InspectionStartup,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,8.32,Redbook
27-02-2018,Technology,AI platform for hospitality industry,Mumbai,"Startup Buddy,Amit Manocha and others",Seed Funding Round,2,Epiq Capital
28-02-2018,Technology,Online Music Streaming,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,920,Idg Ventures
28-02-2018,IT,SaaS,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed Funding Round,11.2,Tempgo
04-01-2018,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,125.6,Smaaash
09-01-2018,Entertainment,Digital Entertainment for Children,Mumbai,Undefined,Seed Funding Round,20,Stanza Living
10-01-2018,Technology,Personal Assistant,Bengaluru,RuNet & Other,Private Equity,15.44,Collpoll
10-01-2018,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,150.72,Phonepe
10-01-2018,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,188,Little Black Book
10-01-2018,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,289.84,Oorjan
12-01-2018,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Seed Funding Round,0.64,Zefo
12-01-2018,Technology,Payment Gateway,Bengaluru,"Tiger Global, Y Combinator",Private Equity,160,Yaantra
15-01-2018,Technology,Algorithmic Trading,Bengaluru,"Indian fintech fund, Rainmatter",Seed Funding Round,2.84,Farm Taaza
15-01-2018,Technology,IT,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,160,Slice Pay
17-01-2018,Technology,Education,Pune,Polaris Fund,Private Equity,8,Mygubbi
18-01-2018,Technology,Social,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,145.6,Onestepup
22-01-2018,Technology,IT,Chennai,The Chennai Angels,Seed Funding Round,3.2,Parallel Dots
22-01-2018,Finance,Alternative Lending,Chennai,DMI Finance,Private Equity,32,Uclid
22-01-2018,Technology,Education,Bengaluru,Dr. Ranjan Pai,Private Equity,25.6,Policy Bazaar
24-01-2018,Finance,Digital Lending,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,376,Chaayos
24-01-2018,Education,Coaching Services,Mumbai,Avendus Finance,Structured Debt Funding,68.8,Renew Buy
25-01-2018,Technology,Education,Mumbai,Pravega Ventures,Private Equity,8,Raw Pressery
26-01-2018,Health Care,Hemostatic Dressing Solutions,Bengaluru,RNT Capital,Private Equity,59.2,Cashe
29-01-2018,Health Care,Technology,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,12,Park Easy
29-01-2018,Consumer internet,Online Services,Mumbai,Blume Ventures,Private Equity,8,Fyre
30-01-2018,Health Care,Hygiene,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,8,Ziploan
30-01-2018,Technology,Browser Testing,Mumbai,Accel Partners,Private Equity,400,Skillenza
30-01-2018,Technology,Virtual Reality,Bengaluru,"Axilor Ventures, Newfort Capital",Seed Funding Round,4,Spotdraft
30-01-2018,Health Care,Fitness,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,80,Cashfree
31-01-2018,Technology,Education Solutions,Bengaluru,Ventureast,Private Equity,35.2,Goldfarm
05-12-2017,Real Estate,Residential Project,Mumbai,Hines,Private Equity,184,Canvera
05-12-2017,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,8,Primaryio
05-12-2017,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed Funding Round,4,Nest Education
06-12-2017,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,480,Lending Kart
06-12-2017,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,56,Gofro
07-12-2017,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,80,Oncostem
07-12-2017,E-commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,24.8,Power2Sme
07-12-2017,Health Care,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed Funding Round,6,Credit Vidya
08-12-2017,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,40,Early Salary
11-12-2017,E-commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,12,Seniority
11-12-2017,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed Funding Round,0.4,Ecom Express
11-12-2017,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed Funding Round,0.4,Call Health
11-12-2017,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt Funding,9.6,Tonbo Imaging
12-12-2017,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,14.4,Get My Parking
12-12-2017,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,140,Wheelstreet
12-12-2017,E-commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed Funding Round,1.86,The Moms Co
13-12-2017,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,216,High Radius
13-12-2017,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,216,Savebc
13-12-2017,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,57.6,Homergize
14-12-2017,E-commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,56,Synup
14-12-2017,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,48,Sportobuddy
14-12-2017,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed Funding Round,2,Transerve
